student,id,color,defect,total.number,weight
ellio2ce,17,G,L,58,48.99
ellio2ce,18,Y,N,58,48.99
ellio2ce,19,R,L,58,48.99
ellio2ce,20,O,L,58,48.99
ellio2ce,21,BR,M,58,48.99
ellio2ce,22,G,N,58,48.99
ellio2ce,23,BR,L,58,48.99
ellio2ce,24,Y,N,58,48.99
ellio2ce,25,G,L,58,48.99
ellio2ce,26,R,N,58,48.99
ellio2ce,27,BL,N,58,48.99
ellio2ce,28,Y,N,58,48.99
ellio2ce,29,R,N,58,48.99
ellio2ce,30,Y,L,58,48.99
ellio2ce,31,BR,C,58,48.99
ellio2ce,32,O,C,58,48.99
ellio2ce,33,BL,L,58,48.99
ellio2ce,34,O,L,58,48.99
ellio2ce,35,BR,C,58,48.99
ellio2ce,36,Y,L,58,48.99
ellio2ce,37,BR,N,58,48.99
ellio2ce,38,BR,N,58,48.99
ellio2ce,40,BL,N,58,48.99
ellio2ce,41,BL,L,58,48.99
ellio2ce,42,G,L,58,48.99
ellio2ce,43,O,L,58,48.99
ellio2ce,44,R,N,58,48.99
ellio2ce,45,R,L,58,48.99
ellio2ce,46,BR,C,58,48.99
ellio2ce,47,BR,M,58,48.99
ellio2ce,48,BR,N,58,48.99
ellio2ce,49,BL,L,58,48.99
ellio2ce,50,R,L,58,48.99
ellio2ce,51,BR,N,58,48.99
ellio2ce,52,BR,N,58,48.99
ellio2ce,53,O,N,58,48.99
ellio2ce,54,R,L,58,48.99
ellio2ce,55,Y,N,58,48.99
ellio2ce,56,BL,M,58,48.99
ellio2ce,57,BR,M,58,48.99
ellio2ce,58,O,L,58,48.99
brotemar,1,BL,L,57,50.8
brotemar,2,BR,N,57,50.8
brotemar,3,G,N,57,50.8
brotemar,4,O,L,57,50.8
brotemar,5,G,N,57,50.8
brotemar,6,BL,N,57,50.8
brotemar,7,BL,N,57,50.8
brotemar,8,BR,N,57,50.8
brotemar,9,O,L,57,50.8
brotemar,10,BR,L,57,50.8
brotemar,11,BR,L,57,50.8
brotemar,12,R,N,57,50.8
brotemar,13,BR,L,57,50.8
brotemar,14,Y,L,57,50.8
brotemar,15,BR,L,57,50.8
brotemar,16,O,N,57,50.8
brotemar,17,BL,N,57,50.8
brotemar,18,BR,L,57,50.8
brotemar,19,BR,L,57,50.8
brotemar,20,BL,N,57,50.8
brotemar,21,G,N,57,50.8
brotemar,22,BR,N,57,50.8
brotemar,23,G,N,57,50.8
brotemar,24,R,N,57,50.8
brotemar,25,BL,N,57,50.8
brotemar,26,BR,L,57,50.8
brotemar,27,BR,L,57,50.8
brotemar,28,G,L,57,50.8
brotemar,29,Y,N,57,50.8
brotemar,30,G,N,57,50.8
brotemar,31,O,N,57,50.8
brotemar,32,O,N,57,50.8
brotemar,33,G,N,57,50.8
brotemar,34,O,L,57,50.8
brotemar,35,G,N,57,50.8
brotemar,36,BL,L,57,50.8
brotemar,37,G,N,57,50.8
brotemar,38,BL,L,57,50.8
brotemar,39,O,L,57,50.8
brotemar,40,BL,N,57,50.8
brotemar,41,BR,N,57,50.8
brotemar,42,BL,N,57,50.8
brotemar,43,R,N,57,50.8
brotemar,44,G,N,57,50.8
brotemar,45,BR,N,57,50.8
brotemar,46,G,N,57,50.8
brotemar,47,R,M,57,50.8
brotemar,48,BL,L,57,50.8
brotemar,49,BL,N,57,50.8
brotemar,50,Y,L,57,50.8
brotemar,51,O,N,57,50.8
brotemar,52,BR,N,57,50.8
brotemar,53,O,N,57,50.8
brotemar,54,R,C,57,50.8
brotemar,55,G,L,57,50.8
brotemar,56,O,N,57,50.8
brotemar,57,O,C,57,50.8
MCKEEAM,1,BR,L,55,48.19
MCKEEAM,2,O,L,55,48.19
MCKEEAM,3,Y,M,55,48.19
MCKEEAM,4,G,N,55,48.19
MCKEEAM,5,G,N,55,48.19
MCKEEAM,6,R,L,55,48.19
MCKEEAM,7,R,L,55,48.19
MCKEEAM,8,BL,L,55,48.19
MCKEEAM,9,BL,L,55,48.19
MCKEEAM,10,BR,L,55,48.19
MCKEEAM,11,Y,N,55,48.19
MCKEEAM,12,O,C,55,48.19
MCKEEAM,13,BR,N,55,48.19
MCKEEAM,14,BR,L,55,48.19
MCKEEAM,15,BR,L,55,48.19
MCKEEAM,16,BR,N,55,48.19
MCKEEAM,17,BR,N,55,48.19
MCKEEAM,18,R,N,55,48.19
MCKEEAM,19,R,L,55,48.19
MCKEEAM,20,BL,L,55,48.19
MCKEEAM,21,BL,L,55,48.19
MCKEEAM,22,BL,L,55,48.19
MCKEEAM,23,BL,L,55,48.19
MCKEEAM,24,BL,N,55,48.19
MCKEEAM,25,BR,L,55,48.19
MCKEEAM,26,G,L,55,48.19
MCKEEAM,27,R,N,55,48.19
MCKEEAM,28,Y,L,55,48.19
MCKEEAM,29,Y,L,55,48.19
MCKEEAM,30,BR,N,55,48.19
MCKEEAM,31,BR,N,55,48.19
MCKEEAM,32,BR,L,55,48.19
MCKEEAM,33,BR,L,55,48.19
MCKEEAM,34,R,N,55,48.19
MCKEEAM,35,Y,L,55,48.19
MCKEEAM,36,O,N,55,48.19
MCKEEAM,37,G,L,55,48.19
MCKEEAM,38,BL,L,55,48.19
MCKEEAM,39,R,N,55,48.19
MCKEEAM,40,BR,L,55,48.19
MCKEEAM,41,BR,L,55,48.19
MCKEEAM,42,G,N,55,48.19
MCKEEAM,43,BL,N,55,48.19
MCKEEAM,44,BL,N,55,48.19
MCKEEAM,45,BL,N,55,48.19
MCKEEAM,46,BL,M,55,48.19
MCKEEAM,47,O,L,55,48.19
MCKEEAM,48,BL,C,55,48.19
MCKEEAM,49,BR,L,55,48.19
MCKEEAM,50,BR,L,55,48.19
MCKEEAM,51,BR,L,55,48.19
MCKEEAM,52,G,N,55,48.19
MCKEEAM,53,G,N,55,48.19
MCKEEAM,54,R,N,55,48.19
cortinem,1,O,N,55,49.6
cortinem,2,BL,N,55,49.6
cortinem,3,O,N,55,49.6
cortinem,4,O,N,55,49.6
cortinem,5,BR,C,55,49.6
cortinem,6,BR,L,55,49.6
cortinem,7,R,M,55,49.6
cortinem,8,BR,N,55,49.6
cortinem,9,G,L,55,49.6
cortinem,10,BR,N,55,49.6
cortinem,11,BL,N,55,49.6
cortinem,12,BL,L,55,49.6
cortinem,13,G,L,55,49.6
cortinem,14,BR,N,55,49.6
cortinem,15,Y,M,55,49.6
cortinem,16,Y,N,55,49.6
cortinem,17,BR,L,55,49.6
cortinem,18,G,N,55,49.6
cortinem,19,BL,L,55,49.6
cortinem,20,G,L,55,49.6
cortinem,21,O,L,55,49.6
cortinem,22,O,L,55,49.6
cortinem,23,BR,M,55,49.6
cortinem,24,BL,L,55,49.6
cortinem,25,Y,N,55,49.6
cortinem,26,O,L,55,49.6
cortinem,27,Y,C,55,49.6
cortinem,28,O,C,55,49.6
cortinem,29,O,L,55,49.6
cortinem,30,O,C,55,49.6
cortinem,31,R,N,55,49.6
cortinem,32,BR,N,55,49.6
cortinem,33,BL,N,55,49.6
cortinem,34,BL,N,55,49.6
cortinem,35,BR,M,55,49.6
cortinem,36,BL,N,55,49.6
cortinem,37,BR,L,55,49.6
cortinem,38,BL,N,55,49.6
cortinem,39,BR,L,55,49.6
cortinem,40,R,N,55,49.6
cortinem,41,R,C,55,49.6
cortinem,42,BR,N,55,49.6
cortinem,43,R,N,55,49.6
cortinem,44,O,N,55,49.6
cortinem,45,R,N,55,49.6
cortinem,46,BR,N,55,49.6
cortinem,47,BR,L,55,49.6
cortinem,48,BL,L,55,49.6
cortinem,49,Y,N,55,49.6
cortinem,50,BR,N,55,49.6
cortinem,51,BR,C,55,49.6
cortinem,52,BL,N,55,49.6
cortinem,53,G,N,55,49.6
cortinem,54,BL,L,55,49.6
cortinem,55,R,N,55,49.6
knabele,1,BL,N,53,47.17
knabele,2,BL,L,53,47.17
knabele,3,G,L,53,47.17
knabele,4,R,L,53,47.17
knabele,5,BR,L,53,47.17
knabele,6,R,N,53,47.17
knabele,7,Y,N,53,47.17
knabele,8,BL,L,53,47.17
knabele,9,O,L,53,47.17
knabele,10,O,N,53,47.17
knabele,11,Y,N,53,47.17
knabele,12,R,N,53,47.17
knabele,13,BL,L,53,47.17
knabele,14,BL,N,53,47.17
knabele,15,BR,L,53,47.17
knabele,16,R,L,53,47.17
knabele,17,R,N,53,47.17
knabele,18,R,N,53,47.17
knabele,19,Y,N,53,47.17
knabele,20,G,N,53,47.17
knabele,21,BL,L,53,47.17
knabele,22,BL,L,53,47.17
knabele,23,R,N,53,47.17
knabele,24,R,L,53,47.17
knabele,25,R,L,53,47.17
knabele,26,O,L,53,47.17
knabele,27,G,L,53,47.17
knabele,28,R,N,53,47.17
knabele,29,G,L,53,47.17
knabele,30,BR,N,53,47.17
knabele,31,Y,L,53,47.17
knabele,32,BL,N,53,47.17
knabele,33,BL,N,53,47.17
knabele,34,BR,L,53,47.17
knabele,35,G,N,53,47.17
knabele,36,R,L,53,47.17
knabele,37,R,L,53,47.17
knabele,38,Y,L,53,47.17
knabele,39,BR,L,53,47.17
knabele,40,BL,L,53,47.17
knabele,41,BR,L,53,47.17
knabele,42,BR,L,53,47.17
knabele,43,BL,L,53,47.17
knabele,44,BL,L,53,47.17
knabele,45,O,L,53,47.17
knabele,46,O,L,53,47.17
knabele,47,R,N,53,47.17
knabele,48,R,L,53,47.17
knabele,49,BL,L,53,47.17
knabele,50,BL,L,53,47.17
knabele,51,Y,L,53,47.17
knabele,52,G,L,53,47.17
knabele,53,O,L,53,47.17
lebedeay,1,BL,L,53,48
lebedeay,2,BL,L,53,48
lebedeay,3,BL,N,53,48
lebedeay,4,BL,N,53,48
lebedeay,5,BL,N,53,48
lebedeay,6,BL,N,53,48
lebedeay,7,G,C,53,48
lebedeay,8,G,N,53,48
lebedeay,9,G,L,53,48
lebedeay,10,G,L,53,48
lebedeay,11,G,N,53,48
lebedeay,12,G,N,53,48
lebedeay,13,G,N,53,48
lebedeay,14,Y,M,53,48
lebedeay,15,Y,L,53,48
lebedeay,16,Y,L,53,48
lebedeay,17,Y,L,53,48
lebedeay,18,Y,L,53,48
lebedeay,19,Y,L,53,48
lebedeay,20,R,L,53,48
lebedeay,21,R,N,53,48
lebedeay,22,R,N,53,48
lebedeay,23,R,N,53,48
lebedeay,24,R,N,53,48
lebedeay,25,R,N,53,48
lebedeay,26,R,N,53,48
lebedeay,27,R,L,53,48
lebedeay,28,R,L,53,48
lebedeay,29,R,L,53,48
lebedeay,30,R,L,53,48
lebedeay,31,R,L,53,48
lebedeay,32,O,M,53,48
lebedeay,33,O,L,53,48
lebedeay,34,O,L,53,48
lebedeay,35,O,L,53,48
lebedeay,36,O,N,53,48
lebedeay,37,O,N,53,48
lebedeay,38,O,N,53,48
lebedeay,39,O,N,53,48
lebedeay,40,O,N,53,48
lebedeay,41,O,N,53,48
lebedeay,42,O,N,53,48
lebedeay,43,BR,L,53,48
lebedeay,44,BR,L,53,48
lebedeay,45,BR,L,53,48
lebedeay,46,BR,L,53,48
lebedeay,47,BR,N,53,48
lebedeay,48,BR,N,53,48
lebedeay,49,BR,N,53,48
lebedeay,50,BR,N,53,48
lebedeay,51,BR,N,53,48
lebedeay,52,BR,N,53,48
lebedeay,53,BR,N,53,48
sumieljt,1,BL,L,56,46
sumieljt,2,BL,N,56,46
sumieljt,3,BR,N,56,46
sumieljt,4,BL,N,56,46
sumieljt,5,G,M,56,46
sumieljt,6,R,N,56,46
sumieljt,7,R,N,56,46
sumieljt,8,R,N,56,46
sumieljt,9,BR,N,56,46
sumieljt,10,BR,N,56,46
sumieljt,11,O,N,56,46
sumieljt,12,BR,N,56,46
sumieljt,13,BR,N,56,46
sumieljt,14,O,L,56,46
sumieljt,15,BL,N,56,46
sumieljt,16,G,N,56,46
sumieljt,17,BR,M,56,46
sumieljt,18,BL,C,56,46
sumieljt,19,BR,N,56,46
sumieljt,20,BR,L,56,46
sumieljt,21,O,N,56,46
sumieljt,22,BL,N,56,46
sumieljt,23,R,L,56,46
sumieljt,24,R,L,56,46
sumieljt,25,R,N,56,46
sumieljt,26,O,N,56,46
sumieljt,27,G,L,56,46
sumieljt,28,O,N,56,46
sumieljt,29,G,L,56,46
sumieljt,30,BR,N,56,46
sumieljt,31,O,N,56,46
sumieljt,32,BL,L,56,46
sumieljt,33,G,N,56,46
sumieljt,34,BR,L,56,46
sumieljt,35,R,N,56,46
sumieljt,36,BL,N,56,46
sumieljt,37,G,N,56,46
sumieljt,38,R,N,56,46
sumieljt,39,O,N,56,46
sumieljt,40,R,L,56,46
sumieljt,41,R,N,56,46
sumieljt,42,G,N,56,46
sumieljt,43,O,N,56,46
sumieljt,44,G,N,56,46
sumieljt,45,Y,L,56,46
sumieljt,46,O,N,56,46
sumieljt,47,BL,L,56,46
sumieljt,48,BR,N,56,46
sumieljt,49,O,L,56,46
sumieljt,50,G,L,56,46
sumieljt,51,Y,M,56,46
sumieljt,52,Y,M,56,46
sumieljt,53,BR,M,56,46
sumieljt,54,G,C,56,46
sumieljt,55,Y,N,56,46
sumieljt,56,Y,L,56,46
sortorae,1,BL,N,56,51
sortorae,2,G,N,56,51
sortorae,3,O,N,56,51
sortorae,4,O,L,56,51
sortorae,5,G,L,56,51
sortorae,6,Y,N,56,51
sortorae,7,O,N,56,51
sortorae,8,O,L,56,51
sortorae,9,G,N,56,51
sortorae,10,O,N,56,51
sortorae,11,O,N,56,51
sortorae,12,G,N,56,51
sortorae,13,G,L,56,51
sortorae,14,BL,N,56,51
sortorae,15,BL,N,56,51
sortorae,16,Y,L,56,51
sortorae,17,Y,C,56,51
sortorae,18,O,N,56,51
sortorae,19,BL,N,56,51
sortorae,20,BR,N,56,51
sortorae,21,G,N,56,51
sortorae,22,G,N,56,51
sortorae,23,G,N,56,51
sortorae,24,G,N,56,51
sortorae,25,G,C,56,51
sortorae,26,O,N,56,51
sortorae,27,O,N,56,51
sortorae,28,R,C,56,51
sortorae,29,BL,L,56,51
sortorae,30,Y,N,56,51
sortorae,31,Y,N,56,51
sortorae,32,BL,N,56,51
sortorae,33,BL,L,56,51
sortorae,34,BR,L,56,51
sortorae,35,R,L,56,51
sortorae,36,O,N,56,51
sortorae,37,O,L,56,51
sortorae,38,R,N,56,51
sortorae,39,O,N,56,51
sortorae,40,Y,N,56,51
sortorae,41,BL,N,56,51
sortorae,42,BL,N,56,51
sortorae,43,BL,L,56,51
sortorae,44,G,N,56,51
sortorae,45,Y,N,56,51
sortorae,46,Y,N,56,51
sortorae,47,R,N,56,51
sortorae,48,R,N,56,51
sortorae,49,O,N,56,51
sortorae,50,R,N,56,51
sortorae,51,BR,N,56,51
sortorae,52,G,N,56,51
sortorae,53,BL,N,56,51
sortorae,54,BL,L,56,51
sortorae,55,BR,N,56,51
sortorae,56,BL,N,56,51
henderln,1,R,M,57,51
henderln,2,R,M,57,51
henderln,3,R,L,57,51
henderln,4,R,N,57,51
henderln,5,R,L,57,51
henderln,6,R,L,57,51
henderln,7,R,N,57,51
henderln,8,BR,N,57,51
henderln,9,BR,L,57,51
henderln,10,BR,M,57,51
henderln,11,BR,L,57,51
henderln,12,BR,C,57,51
henderln,13,BR,N,57,51
henderln,14,O,N,57,51
henderln,15,O,C,57,51
henderln,16,O,L,57,51
henderln,17,O,L,57,51
henderln,18,O,L,57,51
henderln,19,O,N,57,51
henderln,20,O,N,57,51
henderln,21,O,N,57,51
henderln,22,O,C,57,51
henderln,23,O,L,57,51
henderln,24,O,N,57,51
henderln,25,O,N,57,51
henderln,26,O,L,57,51
henderln,27,O,L,57,51
henderln,28,O,L,57,51
henderln,29,O,C,57,51
henderln,30,BL,N,57,51
henderln,31,BL,L,57,51
henderln,32,BL,C,57,51
henderln,33,BL,N,57,51
henderln,34,BL,N,57,51
henderln,35,BL,L,57,51
henderln,36,BL,L,57,51
henderln,37,BL,N,57,51
henderln,38,BL,N,57,51
henderln,39,BL,N,57,51
henderln,40,BL,C,57,51
henderln,41,Y,N,57,51
henderln,42,Y,N,57,51
henderln,43,Y,C,57,51
henderln,44,Y,N,57,51
henderln,45,Y,L,57,51
henderln,46,Y,N,57,51
henderln,47,G,C,57,51
henderln,48,G,L,57,51
henderln,49,G,C,57,51
henderln,50,G,N,57,51
henderln,51,G,N,57,51
henderln,52,G,C,57,51
henderln,53,G,N,57,51
henderln,54,G,L,57,51
henderln,55,G,L,57,51
henderln,56,G,C,57,51
henderln,57,G,M,57,51
patte2mg,1,G,N,55,50
patte2mg,2,G,N,55,50
patte2mg,3,G,N,55,50
patte2mg,4,G,N,55,50
patte2mg,5,G,N,55,50
patte2mg,6,G,L,55,50
patte2mg,7,G,L,55,50
patte2mg,8,G,L,55,50
patte2mg,9,G,L,55,50
patte2mg,10,G,L,55,50
patte2mg,11,G,L,55,50
patte2mg,12,R,L,55,50
patte2mg,13,R,L,55,50
patte2mg,14,R,N,55,50
patte2mg,15,R,N,55,50
patte2mg,16,R,N,55,50
patte2mg,17,R,N,55,50
patte2mg,18,R,N,55,50
patte2mg,19,BR,N,55,50
patte2mg,20,BR,L,55,50
patte2mg,21,BR,L,55,50
patte2mg,22,Y,L,55,50
patte2mg,23,Y,L,55,50
patte2mg,24,Y,L,55,50
patte2mg,25,Y,N,55,50
patte2mg,26,Y,N,55,50
patte2mg,27,Y,N,55,50
patte2mg,28,Y,N,55,50
patte2mg,29,Y,N,55,50
patte2mg,30,Y,N,55,50
patte2mg,31,O,L,55,50
patte2mg,32,O,L,55,50
patte2mg,33,O,N,55,50
patte2mg,34,O,N,55,50
patte2mg,35,O,N,55,50
patte2mg,36,O,N,55,50
patte2mg,37,O,N,55,50
patte2mg,38,O,N,55,50
patte2mg,39,O,N,55,50
patte2mg,40,O,N,55,50
patte2mg,41,O,N,55,50
patte2mg,42,O,N,55,50
patte2mg,43,O,N,55,50
patte2mg,44,O,N,55,50
patte2mg,45,O,N,55,50
patte2mg,46,BL,L,55,50
patte2mg,47,BL,L,55,50
patte2mg,48,BL,L,55,50
patte2mg,49,BL,L,55,50
patte2mg,50,BL,N,55,50
patte2mg,51,BL,N,55,50
patte2mg,52,BL,N,55,50
patte2mg,53,BL,N,55,50
patte2mg,54,BL,N,55,50
patte2mg,55,BL,N,55,50
romerojg,1,G,M,53,49
romerojg,2,BL,N,53,49
romerojg,3,R,L,53,49
romerojg,4,G,N,53,49
romerojg,5,BL,L,53,49
romerojg,6,BR,N,53,49
romerojg,7,O,L,53,49
romerojg,8,O,L,53,49
romerojg,9,G,L,53,49
romerojg,10,O,L,53,49
romerojg,11,O,N,53,49
romerojg,12,Y,M,53,49
romerojg,13,G,N,53,49
romerojg,14,BR,L,53,49
romerojg,15,O,C,53,49
romerojg,16,BL,N,53,49
romerojg,17,BL,N,53,49
romerojg,18,G,M,53,49
romerojg,19,Y,L,53,49
romerojg,20,G,L,53,49
romerojg,21,R,N,53,49
romerojg,22,G,C,53,49
romerojg,23,R,L,53,49
romerojg,24,O,L,53,49
romerojg,25,BL,L,53,49
romerojg,26,Y,M,53,49
romerojg,27,G,C,53,49
romerojg,28,O,N,53,49
romerojg,29,BL,N,53,49
romerojg,30,G,M,53,49
romerojg,31,G,N,53,49
romerojg,32,BR,L,53,49
romerojg,33,O,L,53,49
romerojg,34,Y,C,53,49
romerojg,35,R,C,53,49
romerojg,36,R,M,53,49
romerojg,37,Y,C,53,49
romerojg,38,Y,M,53,49
romerojg,39,R,M,53,49
romerojg,40,Y,C,53,49
romerojg,41,BR,N,53,49
romerojg,42,BL,M,53,49
romerojg,43,G,M,53,49
romerojg,44,O,L,53,49
romerojg,45,G,M,53,49
romerojg,46,BR,C,53,49
romerojg,47,G,N,53,49
romerojg,48,Y,M,53,49
romerojg,49,BL,M,53,49
romerojg,50,O,M,53,49
romerojg,51,G,N,53,49
romerojg,52,O,M,53,49
romerojg,53,G,M,53,49
obidinnc ,1,O,L,55,51.92
obidinnc ,2,G,N,55,51.92
obidinnc ,3,BL,N,55,51.92
obidinnc ,4,G,N,55,51.92
obidinnc ,5,G,N,55,51.92
obidinnc ,6,G,L,55,51.92
obidinnc ,7,G,L,55,51.92
obidinnc ,8,G,N,55,51.92
obidinnc ,9,Y,L,55,51.92
obidinnc ,10,BR,N,55,51.92
obidinnc ,11,G,N,55,51.92
obidinnc ,12,G,M,55,51.92
obidinnc ,13,R,N,55,51.92
obidinnc ,14,G,N,55,51.92
obidinnc ,15,O,N,55,51.92
obidinnc ,16,BL,L,55,51.92
obidinnc ,17,O,L,55,51.92
obidinnc ,18,O,N,55,51.92
obidinnc ,19,BR,L,55,51.92
obidinnc ,20,G,N,55,51.92
obidinnc ,21,G,N,55,51.92
obidinnc ,22,R,N,55,51.92
obidinnc ,23,Y,N,55,51.92
obidinnc ,24,O,N,55,51.92
obidinnc ,25,BL,N,55,51.92
obidinnc ,26,O,L,55,51.92
obidinnc ,27,O,L,55,51.92
obidinnc ,28,BR,N,55,51.92
obidinnc ,29,O,L,55,51.92
obidinnc ,30,O,N,55,51.92
obidinnc ,31,BR,N,55,51.92
obidinnc ,32,O,N,55,51.92
obidinnc ,33,Y,L,55,51.92
obidinnc ,34,BR,N,55,51.92
obidinnc ,35,O,N,55,51.92
obidinnc ,36,BR,N,55,51.92
obidinnc ,37,O,C,55,51.92
obidinnc ,38,G,N,55,51.92
obidinnc ,39,BL,N,55,51.92
obidinnc ,40,O,N,55,51.92
obidinnc ,41,O,N,55,51.92
obidinnc ,42,O,N,55,51.92
obidinnc ,43,G,N,55,51.92
obidinnc ,44,G,L,55,51.92
obidinnc ,45,Y,N,55,51.92
obidinnc ,46,R,N,55,51.92
obidinnc ,47,G,N,55,51.92
obidinnc ,48,R,M,55,51.92
obidinnc ,49,G,L,55,51.92
obidinnc ,50,Y,N,55,51.92
obidinnc ,51,BL,N,55,51.92
obidinnc ,52,O,N,55,51.92
obidinnc ,53,BL,L,55,51.92
obidinnc ,54,R,N,55,51.92
obidinnc ,55,O,N,55,51.92
emchea,1,O,N,55,51
emchea,2,O,N,55,51
emchea,3,O,N,55,51
emchea,4,O,L,55,51
emchea,5,O,L,55,51
emchea,6,O,L,55,51
emchea,7,O,L,55,51
emchea,8,O,C,55,51
emchea,9,O,C,55,51
emchea,10,O,C,55,51
emchea,11,O,C,55,51
emchea,12,O,C,55,51
emchea,13,O,C,55,51
emchea,14,O,C,55,51
emchea,15,BL,N,55,51
emchea,16,BL,N,55,51
emchea,17,BL,N,55,51
emchea,18,BL,L,55,51
emchea,19,BL,L,55,51
emchea,20,BL,L,55,51
emchea,21,BL,L,55,51
emchea,22,BL,C,55,51
emchea,23,BL,C,55,51
emchea,24,BL,C,55,51
emchea,25,G,N,55,51
emchea,26,G,N,55,51
emchea,27,G,N,55,51
emchea,28,G,N,55,51
emchea,29,G,L,55,51
emchea,30,G,L,55,51
emchea,31,G,L,55,51
emchea,32,G,L,55,51
emchea,33,G,L,55,51
emchea,34,G,C,55,51
emchea,35,G,C,55,51
emchea,36,BR,N,55,51
emchea,37,BR,L,55,51
emchea,38,BR,L,55,51
emchea,39,BR,C,55,51
emchea,40,BR,C,55,51
emchea,41,BR,C,55,51
emchea,42,Y,N,55,51
emchea,43,Y,N,55,51
